,Total
2/8/14 20:59,147522.24
2/8/14 21:59,139435.12
2/8/14 22:59,129123.19
2/8/14 23:59,118665.35
2/9/14 00:59,111469.42
2/9/14 01:59,107348.46
2/9/14 02:59,105416.24
2/9/14 03:59,105852.8
2/9/14 04:59,106803.82
2/9/14 05:59,112425.63
2/9/14 06:59,122364.05
2/9/14 07:59,130268.33
2/9/14 08:59,134011.72
2/9/14 09:59,139177.92
2/9/14 10:59,144732.3
2/9/14 11:59,145764.76
2/9/14 12:59,139545.7
2/9/14 13:59,133658.35
2/9/14 14:59,128895.93
2/9/14 15:59,127034.95
2/9/14 16:59,129843.12
2/9/14 17:59,137302.46
2/9/14 18:59,149607.64
2/9/14 19:59,140281.35
2/9/14 20:59,137484.17
2/9/14 21:59,130120.99
2/9/14 22:59,120893.79
2/9/14 23:59,111712.68
2/10/14 00:59,105931.6
2/10/14 01:59,90511.08
2/10/14 02:59,98250.81
2/10/14 03:59,101982.11
2/10/14 04:59,101041.47
2/10/14 05:59,104444.19
2/10/14 06:59,113674.34
2/10/14 07:59,121740.28
2/10/14 08:59,126580.36
2/10/14 09:59,113343.25
2/10/14 10:59,135821.09
2/10/14 11:59,133046.32
2/10/14 12:59,127977.88
2/10/14 13:59,129655.42
2/10/14 14:59,131947.61
2/10/14 15:59,133127.6
2/10/14 16:59,142896.65
2/10/14 17:59,157492.04
2/10/14 18:59,172616.4
2/10/14 19:59,174554.3
2/10/14 20:59,167026.6
2/10/14 21:59,156452.98
2/10/14 22:59,144686.76
2/10/14 23:59,133929.8
2/11/14 00:59,124242.62
2/11/14 01:59,115951.31
2/11/14 02:59,119289.44
2/11/14 03:59,119238.24
2/11/14 04:59,119064.14
2/11/14 05:59,123043.3
2/11/14 06:59,132527.55
2/11/14 07:59,140042.29
2/11/14 08:59,144127.48
2/11/14 09:59,148256.37
2/11/14 10:59,151588.49
2/11/14 11:59,149569.91
2/11/14 12:59,144949.32
2/11/14 13:59,142893.21
2/11/14 14:59,141899.92
2/11/14 15:59,142497.66
2/11/14 16:59,146265.07
2/11/14 17:59,156065.81
2/11/14 18:59,170246.94
2/11/14 19:59,169686.7
2/11/14 20:59,159877.78
2/11/14 21:59,150583.24
2/11/14 22:59,146477.38
2/11/14 23:59,138644.51
2/12/14 00:59,132271.46
2/12/14 01:59,128873.03
2/12/14 02:59,129590.59
2/12/14 03:59,131158.36
2/12/14 04:59,129982.54
2/12/14 05:59,133254.13
2/12/14 06:59,143326.35
2/12/14 07:59,150952.48
2/12/14 08:59,146718.56
2/12/14 09:59,146008.53
2/12/14 10:59,147491.07
2/12/14 11:59,151354.38
2/12/14 12:59,149840.71
2/12/14 13:59,144398.19
2/12/14 14:59,143241.8
2/12/14 15:59,137506.51
2/12/14 16:59,136516.64
2/12/14 17:59,151990.04
2/12/14 18:59,167948.33
2/12/14 19:59,170737.61
2/12/14 20:59,163745.59
2/12/14 21:59,153282.03
2/12/14 22:59,143472.09
2/12/14 23:59,134035.23
2/13/14 00:59,126611.35
2/13/14 01:59,121863.19
2/13/14 02:59,121428.04
2/13/14 03:59,121483.97
2/13/14 04:59,116500.93
2/13/14 05:59,122369.49
2/13/14 06:59,132416.94
2/13/14 07:59,139371.8
2/13/14 08:59,143641.53
2/13/14 09:59,145571.92
2/13/14 10:59,146144.99
2/13/14 11:59,143649.64
2/13/14 12:59,136826.95
2/13/14 13:59,130335.6
2/13/14 14:59,129048.19
2/13/14 15:59,131244.99
2/13/14 16:59,136242.35
2/13/14 17:59,144171.78
2/13/14 18:59,152424.6
2/13/14 19:59,154276.46
2/13/14 20:59,145136.68
2/13/14 21:59,134760.18
2/13/14 22:59,125273.93
2/13/14 23:59,117549.06
2/14/14 00:59,112212.18
2/14/14 01:59,108850.49
2/14/14 02:59,108168.71
2/14/14 03:59,108537.63
2/14/14 04:59,107753.7
2/14/14 05:59,109266.91
2/14/14 06:59,113600.7
2/14/14 07:59,120483.14
2/14/14 08:59,129080.51
2/14/14 09:59,133479.77
2/14/14 10:59,134359.62
2/14/14 11:59,131692.85
2/14/14 12:59,120490.97
2/14/14 13:59,109917.1
2/14/14 14:59,104600.08
2/14/14 15:59,105179.55
2/14/14 16:59,110366.41
2/14/14 17:59,117151.24
2/14/14 18:59,128115.22
2/14/14 19:59,132295.19
2/14/14 20:59,125275.04
2/14/14 21:59,115272.2
2/14/14 22:59,106491.78
2/14/14 23:59,100393.37
2/15/14 00:59,96558.05
2/15/14 01:59,92202.88
2/15/14 02:59,91350.37
2/15/14 03:59,92202
2/15/14 04:59,91990.41
2/15/14 05:59,93764.87
2/15/14 06:59,100523.31
2/15/14 07:59,106854.43
2/15/14 08:59,110686.97
2/15/14 09:59,112271.73
2/15/14 10:59,112756.98
2/15/14 11:59,111349.33
2/15/14 12:59,103799.6
2/15/14 13:59,95521.17
2/15/14 14:59,90080.24
2/15/14 15:59,90525.17
2/15/14 16:59,95776.45
2/15/14 17:59,103492.57
2/15/14 18:59,114632.54
2/15/14 19:59,118547.4
2/15/14 20:59,112360.76
2/15/14 21:59,104375.56
2/15/14 22:59,96562.83
2/15/14 23:59,91021.45
2/16/14 00:59,85660.4
2/16/14 01:59,81684.49
2/16/14 02:59,81952.38
2/16/14 03:59,83304.01
2/16/14 04:59,83619.29
2/16/14 05:59,85907.93
2/16/14 06:59,94647.92
2/16/14 07:59,100337.43
2/16/14 08:59,101275.14
2/16/14 09:59,103511.58
2/16/14 10:59,104598.32
2/16/14 11:59,104636.16
2/16/14 12:59,98345.69
2/16/14 13:59,91434.82
2/16/14 14:59,89252.17
2/16/14 15:59,90950.07
2/16/14 16:59,97200.75
2/16/14 17:59,105446.18
2/16/14 18:59,118595.03
2/16/14 19:59,121505.08
2/16/14 20:59,114534.44
2/16/14 21:59,105504.36
2/16/14 22:59,98272.42
2/16/14 23:59,92238.73
2/17/14 00:59,88175.17
2/17/14 01:59,85347.22
2/17/14 02:59,85939.78
2/17/14 03:59,87031.37
2/17/14 04:59,86884.5
2/17/14 05:59,89793.16
2/17/14 06:59,98484.82
2/17/14 07:59,106098.05
2/17/14 08:59,109541.72
2/17/14 09:59,112509.97
2/17/14 10:59,108868.83
2/17/14 11:59,108659.24
2/17/14 12:59,108392.1
2/17/14 13:59,99508.58
2/17/14 14:59,95873.58
2/17/14 15:59,96696.66
2/17/14 16:59,103384.4
2/17/14 17:59,113701.92
2/17/14 18:59,126514.19
2/17/14 19:59,128772.53
2/17/14 20:59,121186.3
2/17/14 21:59,113866.5
2/17/14 22:59,106785.41
2/17/14 23:59,100446.86
2/18/14 00:59,95853.02
2/18/14 01:59,93080.74
2/18/14 02:59,93257.5
2/18/14 03:59,92670.09
2/18/14 04:59,90234.32
2/18/14 05:59,92386.23
2/18/14 06:59,102341.11
2/18/14 07:59,107771.04
2/18/14 08:59,110512.61
2/18/14 09:59,113716.12
2/18/14 10:59,116070.45
2/18/14 11:59,116445.37
2/18/14 12:59,111338.66
2/18/14 13:59,107311.06
2/18/14 14:59,106252.22
2/18/14 15:59,109212.97
2/18/14 16:59,122281.75
2/18/14 17:59,138745.48
2/18/14 18:59,149674.15
2/18/14 19:59,149048.8
2/18/14 20:59,136750.9
2/18/14 21:59,124727.9
2/18/14 22:59,115397.8
2/18/14 23:59,109964.79
2/19/14 00:59,105512.91
2/19/14 01:59,102193.99
2/19/14 02:59,103036.06
2/19/14 03:59,102451.63
2/19/14 04:59,101876.87
2/19/14 05:59,104134.39
2/19/14 06:59,111781.16
2/19/14 07:59,118459.48
2/19/14 08:59,122412.36
2/19/14 09:59,126056.38
2/19/14 10:59,128972.9
2/19/14 11:59,131370.84
2/19/14 12:59,127488.36
2/19/14 13:59,123731.66
2/19/14 14:59,122924.72
2/19/14 15:59,124970.93
2/19/14 16:59,130933.81
2/19/14 17:59,139211.9
2/19/14 18:59,148640.84
2/19/14 19:59,153103.27
2/19/14 20:59,145574.58
2/19/14 21:59,133821.84
2/19/14 22:59,123730.42
2/19/14 23:59,116607.05
2/20/14 00:59,111212.79
2/20/14 01:59,108336.9
2/20/14 02:59,107851.25
2/20/14 03:59,108107.71
2/20/14 04:59,106350.22
2/20/14 05:59,108135.67
2/20/14 06:59,116279.99
2/20/14 07:59,123534.66
2/20/14 08:59,127525.47
2/20/14 09:59,131427.76
2/20/14 10:59,133948.99
2/20/14 11:59,134014.43
2/20/14 12:59,127370.98
2/20/14 13:59,122690.86
2/20/14 14:59,121333.73
2/20/14 15:59,122966.34
2/20/14 16:59,128145.27
2/20/14 17:59,134253
2/20/14 18:59,143767.88
2/20/14 19:59,148127.42
2/20/14 20:59,142263.85
2/20/14 21:59,131964.41
2/20/14 22:59,122355.21
2/20/14 23:59,114783.73
2/21/14 00:59,108559.61
2/21/14 01:59,105297.28
2/21/14 02:59,104503.95
2/21/14 03:59,105039.28
2/21/14 04:59,104546.48
2/21/14 05:59,106259.93
2/21/14 06:59,111756.75
2/21/14 07:59,118588.98
2/21/14 08:59,126516.48
2/21/14 09:59,132694.99
2/21/14 10:59,136143.93
2/21/14 11:59,136568.13
2/21/14 12:59,128654.64
2/21/14 13:59,121121.16
2/21/14 14:59,117452.13
2/21/14 15:59,118617.44
2/21/14 16:59,125601.92
2/21/14 17:59,134523.57
2/21/14 18:59,144847.33
2/21/14 19:59,148070.77
2/21/14 20:59,140787.54
2/21/14 21:59,130402.54
2/21/14 22:59,120647.47
2/21/14 23:59,112859.68
2/22/14 00:59,107089.49
2/22/14 01:59,103026.45
2/22/14 02:59,101859.72
2/22/14 03:59,102590.9
2/22/14 04:59,102372.87
2/22/14 05:59,103929.22
2/22/14 06:59,110876.39
2/22/14 07:59,117757.71
2/22/14 08:59,124423.12
2/22/14 09:59,133029.22
2/22/14 10:59,140481.19
2/22/14 11:59,145174.4
2/22/14 12:59,144288.1
2/22/14 13:59,141194.01
2/22/14 14:59,137225.07
2/22/14 15:59,136784.31
2/22/14 16:59,141118.31
2/22/14 17:59,147706.98
2/22/14 18:59,158656.98
2/22/14 19:59,162004.46
2/22/14 20:59,155025.02
2/22/14 21:59,143559.14
2/22/14 22:59,131914.53
2/22/14 23:59,121943.99
2/23/14 00:59,116290.59
2/23/14 01:59,112704.92
2/23/14 02:59,112428.97
2/23/14 03:59,114319.23
2/23/14 04:59,114167.74
2/23/14 05:59,116752.54
2/23/14 06:59,126626.87
2/23/14 07:59,135802.18
2/23/14 08:59,138031.81
2/23/14 09:59,139256.24
2/23/14 10:59,138700.74
2/23/14 11:59,137781.52
2/23/14 12:59,131879.74
2/23/14 13:59,126261.54
2/23/14 14:59,125030.1
2/23/14 15:59,128288.47
2/23/14 16:59,133747.59
2/23/14 17:59,141694.35
2/23/14 18:59,154695.27
2/23/14 19:59,160217.36
2/23/14 20:59,153593.86
2/23/14 21:59,141882.36
2/23/14 22:59,130243.88
2/23/14 23:59,122068.39
2/24/14 00:59,116705.92
2/24/14 01:59,113262.67
2/24/14 02:59,113882.6
2/24/14 03:59,116206.76
2/24/14 04:59,115472.2
2/24/14 05:59,118001.94
2/24/14 06:59,126981.6
2/24/14 07:59,135798.52
2/24/14 08:59,136401.11
2/24/14 09:59,137016.69
2/24/14 10:59,137733.43
2/24/14 11:59,135157.68
2/24/14 12:59,127534.59
2/24/14 13:59,123553.44
2/24/14 14:59,122060.84
2/24/14 15:59,124023.21
2/24/14 16:59,129678.57
2/24/14 17:59,138419.95
2/24/14 18:59,152192.53
2/24/14 19:59,156470.87
2/24/14 20:59,149605.17
2/24/14 21:59,139347.57
2/24/14 22:59,128465.33
2/24/14 23:59,121693.14
2/25/14 00:59,117071.6
2/25/14 01:59,113228.43
2/25/14 02:59,114576.43
2/25/14 03:59,115815.53
2/25/14 04:59,114654.11
2/25/14 05:59,117878.45
2/25/14 06:59,127130.01
2/25/14 07:59,136102.61
2/25/14 08:59,139759.57
2/25/14 09:59,143621.41
2/25/14 10:59,145780.83
2/25/14 11:59,146490.33
2/25/14 12:59,141578.24
2/25/14 13:59,138890.56
2/25/14 14:59,139614.94
2/25/14 15:59,142889.87
2/25/14 16:59,147203.03
2/25/14 17:59,154776
2/25/14 18:59,165031.01
2/25/14 19:59,167461.52
2/25/14 20:59,159036.28
2/25/14 21:59,147701.68
2/25/14 22:59,137043.83
2/25/14 23:59,129153.94
2/26/14 00:59,122445.93
2/26/14 01:59,119285.49
2/26/14 02:59,120661.6
2/26/14 03:59,122557.14
2/26/14 04:59,120672.78
2/26/14 05:59,123411.52
2/26/14 06:59,132011.08
2/26/14 07:59,139540.83
2/26/14 08:59,141478.29
2/26/14 09:59,142810.22
2/26/14 10:59,142473.75
2/26/14 11:59,141940.55
2/26/14 12:59,135673.13
2/26/14 13:59,129741.89
2/26/14 14:59,128617.92
2/26/14 15:59,132019.76
2/26/14 16:59,137600.23
2/26/14 17:59,146665.02
2/26/14 18:59,158443.02
2/26/14 19:59,163178.61
2/26/14 20:59,157441.03
2/26/14 21:59,147847.91
2/26/14 22:59,138838.2
2/26/14 23:59,130021.46
2/27/14 00:59,124035.72
2/27/14 01:59,118773.85
2/27/14 02:59,116387.94
2/27/14 03:59,116316.83
2/27/14 04:59,115714.69
2/27/14 05:59,118916.71
2/27/14 06:59,128273.52
2/27/14 07:59,138071.3
2/27/14 08:59,143765.75
2/27/14 09:59,147169.2
2/27/14 10:59,147834.41
2/27/14 11:59,147591.94
2/27/14 12:59,140795.14
2/27/14 13:59,136580.93
2/27/14 14:59,135335.98
2/27/14 15:59,137840.09
2/27/14 16:59,142994.56
2/27/14 17:59,149107.27
2/27/14 18:59,158743.11
2/27/14 19:59,165000.56
2/27/14 20:59,160039.91
2/27/14 21:59,148418.6
2/27/14 22:59,136374.17
2/27/14 23:59,126363.54
2/28/14 00:59,119398.29
2/28/14 01:59,114373.48
2/28/14 02:59,112800.53
2/28/14 03:59,113061.94
2/28/14 04:59,112718.18
2/28/14 05:59,115643.42
2/28/14 06:59,123234.47
2/28/14 07:59,131942.51
2/28/14 08:59,142398.99
2/28/14 09:59,148208.08
2/28/14 10:59,152619.97
2/28/14 11:59,153119.43
2/28/14 12:59,142518.41
2/28/14 13:59,130539.97
2/28/14 14:59,123349.98
2/28/14 15:59,123235.23
2/28/14 16:59,129542.7
2/28/14 17:59,138022.21
2/28/14 18:59,150645.95
2/28/14 19:59,154993.41
2/28/14 20:59,147970.31
2/28/14 21:59,136983.68
2/28/14 22:59,126537.62
2/28/14 23:59,113002.8
3/1/14 00:59,110803.97
3/1/14 01:59,108151.61
3/1/14 02:59,106638.34
3/1/14 03:59,106944.71
3/1/14 04:59,108660.65
3/1/14 05:59,113807.91
3/1/14 06:59,122374.34
3/1/14 07:59,133867.17
3/1/14 08:59,146016.31
3/1/14 09:59,157007.95
3/1/14 10:59,165132.99
3/1/14 11:59,168238.32
3/1/14 12:59,160322.75
3/1/14 13:59,150461.89
3/1/14 14:59,143768.89
3/1/14 15:59,143350.25
3/1/14 16:59,151007.8
3/1/14 17:59,161886.87
3/1/14 18:59,174765.15
3/1/14 19:59,176787.21
3/1/14 20:59,165934.3
3/1/14 21:59,151228.64
3/1/14 22:59,136646.77
3/1/14 23:59,124167.89
3/2/14 00:59,116233
3/2/14 01:59,112200.39
3/2/14 02:59,110760.56
3/2/14 03:59,111473.05
3/2/14 04:59,113088.16
3/2/14 05:59,120194.63
3/2/14 06:59,134226.86
3/2/14 07:59,144628.85
3/2/14 08:59,150083.58
3/2/14 09:59,156778.64
3/2/14 10:59,160152.69
3/2/14 11:59,158076.6
3/2/14 12:59,149618.57
3/2/14 13:59,142428.95
3/2/14 14:59,134799.54
3/2/14 15:59,138298.78
3/2/14 16:59,143072.89
3/2/14 17:59,150642.08
3/2/14 18:59,162342.65
3/2/14 19:59,167213.06
3/2/14 20:59,152349.95
3/2/14 21:59,143094.09
3/2/14 22:59,130423.94
3/2/14 23:59,118571.54
3/3/14 00:59,110183.49
3/3/14 01:59,105557.86
3/3/14 02:59,107648.59
3/3/14 03:59,107942.59
3/3/14 04:59,110404.95
3/3/14 05:59,117657.2
3/3/14 06:59,130022.03
3/3/14 07:59,139761.48
3/3/14 08:59,142992.12
3/3/14 09:59,144703.86
3/3/14 10:59,144347.32
3/3/14 11:59,142788.34
3/3/14 12:59,133018.9
3/3/14 13:59,127257.87
3/3/14 14:59,126585.69
3/3/14 15:59,130638.36
3/3/14 16:59,138214.4
3/3/14 17:59,146422.97
3/3/14 18:59,158554.8
3/3/14 19:59,163555.28
3/3/14 20:59,154474.01
3/3/14 21:59,141723.52
3/3/14 22:59,128737.25
3/3/14 23:59,117935.89
3/4/14 00:59,109970.79
3/4/14 01:59,106329.18
3/4/14 02:59,105609.1
3/4/14 03:59,106976.24
3/4/14 04:59,110008.82
3/4/14 05:59,117593.2
3/4/14 06:59,132236.04
3/4/14 07:59,143596.24
3/4/14 08:59,148750.35
3/4/14 09:59,152409.59
3/4/14 10:59,154515.62
3/4/14 11:59,152344.51
3/4/14 12:59,143616.49
3/4/14 13:59,137488.44
3/4/14 14:59,133810.6
3/4/14 15:59,134010.29
3/4/14 16:59,140555.39
3/4/14 17:59,149850.98
3/4/14 18:59,164530.29
3/4/14 19:59,171758.15
3/4/14 20:59,160442.01
3/4/14 21:59,146585.75
3/4/14 22:59,132011.78
3/4/14 23:59,121099.28
3/5/14 00:59,112680.64
3/5/14 01:59,108264.14
3/5/14 02:59,107084.63
3/5/14 03:59,107663.21
3/5/14 04:59,110332.61
3/5/14 05:59,116840.31
3/5/14 06:59,129753.66
3/5/14 07:59,140884.19
3/5/14 08:59,144646.02
3/5/14 09:59,148907.45
3/5/14 10:59,152427.67
3/5/14 11:59,150949.3
3/5/14 12:59,135937.86
3/5/14 13:59,124772.65
3/5/14 14:59,127927.44
3/5/14 15:59,133031.08
3/5/14 16:59,140692.76
3/5/14 17:59,150389.41
3/5/14 18:59,159908.88
3/5/14 19:59,163423.46
3/5/14 20:59,156190.37
3/5/14 21:59,143434.15
3/5/14 22:59,131131.98
3/5/14 23:59,121462.15
3/6/14 00:59,114425.04
3/6/14 01:59,108782.14
3/6/14 02:59,106501.7
3/6/14 03:59,106573.88
3/6/14 04:59,108832.34
3/6/14 05:59,115316.58
3/6/14 06:59,127471.78
3/6/14 07:59,139466.27
3/6/14 08:59,143822.81
3/6/14 09:59,146041.5
3/6/14 10:59,146489.28
3/6/14 11:59,145154.89
3/6/14 12:59,135659.42
3/6/14 13:59,128187.06
3/6/14 14:59,123639.45
3/6/14 15:59,125032.15
3/6/14 16:59,133130.98
3/6/14 17:59,143848.62
3/6/14 18:59,156465.48
3/6/14 19:59,162834.65
3/6/14 20:59,155852.14
3/6/14 21:59,143658.61
3/6/14 22:59,129899.85
3/6/14 23:59,118687.38
3/7/14 00:59,110973.99
3/7/14 01:59,105896.74
3/7/14 02:59,104470.56
3/7/14 03:59,103537.9
3/7/14 04:59,97315.52
3/7/14 05:59,102111.82
3/7/14 06:59,116843.03
3/7/14 07:59,121689.87
3/7/14 08:59,141424.38
3/7/14 09:59,151919.71
3/7/14 10:59,157569
3/7/14 11:59,158835.86
3/7/14 12:59,149051.02
3/7/14 13:59,136567.08
3/7/14 14:59,129925.12
3/7/14 15:59,131301.21
3/7/14 16:59,134494.74
3/7/14 17:59,136722.31
3/7/14 18:59,144443.32
3/7/14 19:59,151809.52
3/7/14 20:59,144986.56
3/7/14 21:59,132743.74
3/7/14 22:59,122929.42
3/7/14 23:59,115536.58
3/8/14 00:59,108386.33
3/8/14 01:59,104046.77
3/8/14 02:59,102095.74
3/8/14 03:59,101951.61
3/8/14 04:59,103139.32
3/8/14 05:59,107667.65
3/8/14 06:59,116894.94
3/8/14 07:59,127908.57
3/8/14 08:59,135871.88
3/8/14 09:59,138920.97
3/8/14 10:59,138566.9
3/8/14 11:59,135906.23
3/8/14 12:59,126415.51
3/8/14 13:59,117407.47
3/8/14 14:59,110775.55
3/8/14 15:59,109059.56
3/8/14 16:59,113585.78
3/8/14 17:59,121381.26
3/8/14 18:59,133449.77
3/8/14 19:59,145120.92
3/8/14 20:59,141532.1
3/8/14 21:59,130274.63
3/8/14 22:59,119657.62
3/8/14 23:59,111811.72
3/9/14 00:59,106398.95
3/9/14 01:59,102317.08
3/9/14 02:59,100284.34
3/9/14 03:59,99729.26
3/9/14 04:59,101807.02
3/9/14 05:59,112135.01
3/9/14 06:59,121159.11
3/9/14 07:59,132724.42
3/9/14 08:59,133836.3
3/9/14 09:59,135789.31
3/9/14 10:59,136364.43
3/9/14 11:59,134782.16
3/9/14 12:59,126247.85
3/9/14 13:59,119879.65
3/9/14 14:59,115812.43
3/9/14 15:59,116360.64
3/9/14 16:59,122484.15
3/9/14 17:59,131867.29
3/9/14 18:59,145687.31
3/9/14 19:59,154368.05
3/9/14 20:59,147428.14
3/9/14 21:59,135331.07
3/9/14 22:59,124549.19
3/9/14 23:59,115730.35
3/10/14 00:59,108942.53
3/10/14 01:59,104145.64
3/10/14 02:59,102375.33
3/10/14 03:59,102311.82
3/10/14 04:59,104590.04
3/10/14 05:59,111469.29
3/10/14 06:59,123962.99
3/10/14 07:59,135510.96
3/10/14 08:59,136867.48
3/10/14 09:59,116269.67
3/10/14 10:59,139869.36
3/10/14 11:59,141121.28
3/10/14 12:59,133033.97
3/10/14 13:59,126654.57
3/10/14 14:59,122417.9
3/10/14 15:59,123763.84
3/10/14 16:59,129668.64
3/10/14 17:59,138630.58
3/10/14 18:59,151005.12
3/10/14 19:59,157417.15
3/10/14 20:59,150114.49
3/10/14 21:59,137200.16
3/10/14 22:59,126223.78
3/10/14 23:59,117805.55
3/11/14 00:59,110812.93
3/11/14 01:59,106162.38
3/11/14 02:59,103917.29
3/11/14 03:59,103451.64
3/11/14 04:59,104978.05
3/11/14 05:59,111482.92
3/11/14 06:59,123627.59
3/11/14 07:59,134770.98
3/11/14 08:59,135789.22
3/11/14 09:59,138665.71
3/11/14 10:59,140126.83
3/11/14 11:59,139291.85
3/11/14 12:59,133467.28
3/11/14 13:59,124451.01
3/11/14 14:59,121449.96
3/11/14 15:59,124947.71
3/11/14 16:59,129008.79
3/11/14 17:59,136768.97
3/11/14 18:59,148490.64
3/11/14 19:59,156069.35
3/11/14 20:59,148756.15
3/11/14 21:59,136651.88
3/11/14 22:59,125987.2
3/11/14 23:59,117260.65
3/12/14 00:59,110894.45
3/12/14 01:59,106326.76
3/12/14 02:59,104446.33
3/12/14 03:59,104140.53
3/12/14 04:59,105556.99
3/12/14 05:59,112036.23
3/12/14 06:59,124266.88
3/12/14 07:59,134791.09
3/12/14 08:59,134815.28
3/12/14 09:59,135558.13
3/12/14 10:59,136568.79
3/12/14 11:59,134942.56
3/12/14 12:59,127130.44
3/12/14 13:59,119838.14
3/12/14 14:59,116863.4
3/12/14 15:59,118000.6
3/12/14 16:59,123699.3
3/12/14 17:59,132556.29
3/12/14 18:59,145496.8
3/12/14 19:59,156124.9
3/12/14 20:59,150969.57
3/12/14 21:59,140373.15
3/12/14 22:59,130161.42
3/12/14 23:59,121901.47
3/13/14 00:59,114302.48
3/13/14 01:59,108293.11
3/13/14 02:59,105502.2
3/13/14 03:59,104604.18
3/13/14 04:59,105743.23
3/13/14 05:59,110723.39
3/13/14 06:59,121388.43
3/13/14 07:59,131821.08
3/13/14 08:59,134850.53
3/13/14 09:59,138887
3/13/14 10:59,144694.67
3/13/14 11:59,147182.21
3/13/14 12:59,142286.44
3/13/14 13:59,136858.95
3/13/14 14:59,136640.19
3/13/14 15:59,138783.26
3/13/14 16:59,145356.66
3/13/14 17:59,154235.48
3/13/14 18:59,164204.39
3/13/14 19:59,167525.02
3/13/14 20:59,161689.94
3/13/14 21:59,151265.15
3/13/14 22:59,140905.1
3/13/14 23:59,131967.24
3/14/14 00:59,122605.61
3/14/14 01:59,117187.72
3/14/14 02:59,115395.74
3/14/14 03:59,113922.95
3/14/14 04:59,114014.86
3/14/14 05:59,117102.81
3/14/14 06:59,123922.03
3/14/14 07:59,133041.86
3/14/14 08:59,144963.32
3/14/14 09:59,158237.97
3/14/14 10:59,168237.18
3/14/14 11:59,172873.8
3/14/14 12:59,167330.88
3/14/14 13:59,159831.51
3/14/14 14:59,157353.4
3/14/14 15:59,158913.05
3/14/14 16:59,162776.3
3/14/14 17:59,165808.5
3/14/14 18:59,170169.06
3/14/14 19:59,170486.14
3/14/14 20:59,164506.92
3/14/14 21:59,153943.29
3/14/14 22:59,142340.05
3/14/14 23:59,133112.77
3/15/14 00:59,123469.36
3/15/14 01:59,114647.81
3/15/14 02:59,111214.36
3/15/14 03:59,111794.24
3/15/14 04:59,111622.42
3/15/14 05:59,114374.97
3/15/14 06:59,121424.55
3/15/14 07:59,130962.49
3/15/14 08:59,141204.63
3/15/14 09:59,150726.93
3/15/14 10:59,157984.16
3/15/14 11:59,162166.02
3/15/14 12:59,157804.58
3/15/14 13:59,152230.43
3/15/14 14:59,148024.59
3/15/14 15:59,147614.69
3/15/14 16:59,150107.95
3/15/14 17:59,152798.87
3/15/14 18:59,160078.88
3/15/14 19:59,164865.92
3/15/14 20:59,159202.73
3/15/14 21:59,147101.92
3/15/14 22:59,135741.18
3/15/14 23:59,126772.65
3/16/14 00:59,118519.64
3/16/14 01:59,112666.81
3/16/14 02:59,110207.04
3/16/14 03:59,108825.45
3/16/14 04:59,108386.55
3/16/14 05:59,108307.34
3/16/14 06:59,122296.69
3/16/14 07:59,138744.85
3/16/14 08:59,142842.23
3/16/14 09:59,144910.54
3/16/14 10:59,146693.18
3/16/14 11:59,144312.76
3/16/14 12:59,135377.75
3/16/14 13:59,127873.14
3/16/14 14:59,123555.35
3/16/14 15:59,121098.79
3/16/14 16:59,125511.94
3/16/14 17:59,132279.46
3/16/14 18:59,143204.4
3/16/14 19:59,152780.9
3/16/14 20:59,147192.38
3/16/14 21:59,135257.94
3/16/14 22:59,123202.46
3/16/14 23:59,115367.01
3/17/14 00:59,111222.82
3/17/14 01:59,109242.21
3/17/14 02:59,106758.08
3/17/14 03:59,105836.03
3/17/14 04:59,100772.45
3/17/14 05:59,103563.44
3/17/14 06:59,115438.62
3/17/14 07:59,131950.61
3/17/14 08:59,130418.81
3/17/14 09:59,128430.6
3/17/14 10:59,127894.9
3/17/14 11:59,124212.23
3/17/14 12:59,113919.51
3/17/14 13:59,108966.93
3/17/14 14:59,103127.36
3/17/14 15:59,101491.2
3/17/14 16:59,104739.46
3/17/14 17:59,112678.61
3/17/14 18:59,127047.67
3/17/14 19:59,136217.35
3/17/14 20:59,129200.47
3/17/14 21:59,117735.16
3/17/14 22:59,107207.12
3/17/14 23:59,99123.01
3/18/14 00:59,95427.1
3/18/14 01:59,96140.35
3/18/14 02:59,97410.33
3/18/14 03:59,98190.36
3/18/14 04:59,99090.13
3/18/14 05:59,103302.95
3/18/14 06:59,111514.42
3/18/14 07:59,118670.3
3/18/14 08:59,117149.22
3/18/14 09:59,115351.57
3/18/14 10:59,114001.9
3/18/14 11:59,110933.01
3/18/14 12:59,103062.19
