,OUARGLA,Figuier,Foues,Boumerdes,BIR SLAM,BEJAIA,MEDEA 1,MEDEA 2,BOUIRA 1,BOUIRA 2,BLIDA 1,BLIDA 2,BLIDA 3,BLIDA 4,"B,Ezzouar",Beaulieu,Baraki,Benzerga,Ain Taya,Nador,Tipaza,Cherchell,Hadjout,Sidi Ammar Tipaza,Taref,Naama,Total
0.13,1284,703.4,0,0,1756,1923,3243,314,821,756,3013,0,2278,433,5764,4319,1658,2594,934,55,434,658,420.1,51,121,893,34424.90
0.17,1808,734.1,0,0,1943,1923,3243,314,809,638,3071,0,2334,433,5657,5013,1763,2645,932,55,432,1102,427.5,52,136,645,36109.37
0.21,2052,785.1,0,0,2771,1923,3237,417,947,638,3288,0,2326,433,5853,6185,1911,2859,981,66,434,867,487,54,151,483,39149.82
0.25,2149,779.4,0,5,3883,1924,3351,726,1201,687,3515,0,2533,443,6214,7145,2118,3073,1367,71,483,984,550.4,56,157,396,43810.32
0.29,2761,779.5,35,30,6168,1910,3457,1442,1525,629,4069,334,3208,523,6934,6064,2524,3394,1913,96,488,1099,813,64,223,407,50889.51
0.33,3424,772.9,233,50,7322,1895,3562,2560,2536,625,4572,1159,3992,543,7699,4430,2673,4298,1958,122,648,920,1020.9,70,433,534,58051.80
0.38,2131,765.6,534,90,8653,1935,3773,3224,3240,622,4608,1667,4234,583,8159,3310,2811,5619,1833,115,801,636,1100.2,73,416,469,61403.33
0.42,1294,766.5,582,163,9624,2022,3911,3928,3396,826,4732,2075,4532,633,8771,479,2911,6713,1822,144,1052,483,1264.4,75,401,559,63159.48
0.46,949,746.3,677,161,9971,2066,3975,4433,3942,824,4875,2774,4984,643,9546,2024,3160,7893,1804,149,1299,473,1453.9,73,421,728,70044.59
0.5,808,752.3,804,83,9238,2017,4016,4535,4563,616,4985,2920,5349,503,10045,2182,3243,8238,1909,154,1344,392,1325.2,71,446,830,71368.70
0.54,792,757.5,891,0,5705,1983,4106,3466,4552,614,4594,1901,4781,453,9079,2186,2885,6904,1379,113,1243,381,917,65,393,464,60604.59
0.58,782,757.2,636,0,4332,1944,3708,2525,3502,613,4201,1188,3893,443,8214,2406,2482,5171,1055,78,1089,434,711.5,61,190,309,50725.84
0.63,795,768.2,347,0,3427,1896,3340,2075,2697,615,3938,968,3736,443,7701,2569,2333,4535,679,54,1001,439,595.8,58,134,259,45404.73
0.67,880,765.4,214,0,3961,1880,3164,2128,2415,669,3960,954,3625,453,7747,2934,2435,4329,623,113,945,521,637.8,61,172,234,45819.18
0.71,1194,780.4,229,0,4702,1929,3110,2392,2321,672,4154,1263,3759,453,8101,3681,2589,4447,1267,84,1053,535,768.9,63,241,229,50018.08
0.75,1926,787.8,383,0,6098,1932,3167,2753,2568,726,4388,1498,4078,553,8563,5120,2796,4660,1710,109,1107,741,984.6,66,355,234,57302.48
0.79,2749,797.8,628,0,7489,2041,3389,3478,3215,835,4462,1944,4342,643,9547,5737,3164,5135,2650,120,1264,868,1196.1,71,423,234,66420.22
0.83,2267,800.9,930,0,8155,2043,3635,4811,3990,741,4717,2708,5078,573,10509,5819,3383,5667,2943,137,1309,1048,1390.8,72,518,265,73511.04
0.88,2435,818.9,1122,0,5987,2064,4172,5004,4487,696,4615,2088,4991,453,9423,2959,2894,4778,2358,119,1254,1178,1062.3,62,363,294,65677.30
0.92,2903,817.8,825,0,3876,2027,4249,3579,3488,700,3970,1000,3851,433,7831,3431,2337,3552,1983,77,1098,1409,678.2,54,225,439,54834.64
0.96,3366,829.2,408,0,2589,1981,3729,2764,2538,704,3490,205,3157,433,6784,7025,2032,2961,1713,46,891,1377,495.8,53,184,537,50294.07
0,2955,812.3,187,0,1669,1987,3489,2202,2013,760,3114,0,2731,433,5986,7324,1878,2473,1269,41,688,1037,449.2,51,145,578,44272.22
0.04,1742,788.5,21,0,1207,1989,3333,1798,1624,708,3002,0,2625,433,5613,5841,1775,2469,991,238,637,639,412.9,51,137,725,38800.89
0.08,1178,785.8,0,0,1114,1938,3222,1802,1386,764,2956,0,2572,433,5444,4684,1821,2525,993,185,587,582,473.9,51,127,871,36494.14
0.13,1184,787.6,0,0,1391,1992,3118,1852,1344,822,3070,0,2509,433,5494,4000,1766,2418,993,98,535,582,435.6,51,138,800,35814.04
0.17,1781,804.1,0,0,1756,1991,3216,1851,1357,768,3189,0,2501,433,5596,4105,1818,2417,1161,119,587,672,427.9,52,154,552,37309.21
0.21,2012,799.1,0,0,2400,1934,3213,2056,1373,823,3420,0,2598,433,5754,4794,2027,2683,1379,141,586,801,507.8,53,163,383,40334.70
0.25,1929,791.4,57,0,3412,1984,3326,2310,1557,819,3706,0,2694,463,6007,5592,2231,3002,1539,158,635,1062,526.2,58,163,355,44377.79
0.29,2528,776,154,0,5415,1966,3439,3131,1877,863,4131,501,3364,553,6986,6871,2635,3373,1972,144,687,1226,831.4,61,235,390,54110.15
0.33,3339,762.6,399,0,7404,1999,3654,3939,2912,799,4510,1397,4209,563,7964,7583,2677,4117,2011,97,788,988,1047.9,71,439,455,64124.31
0.38,2107,754,632,0,7902,2032,3966,4088,3514,736,4659,1786,4448,593,8256,6072,2611,4962,1886,81,937,663,1142.7,74,419,445,64767.23
0.42,1253,754.4,661,0,9129,2071,4106,4488,3487,725,4742,2278,4581,643,8851,4272,2997,5518,1814,66,985,480,1291.5,81,402,549,66224.10
0.46,947,758.4,766,0,9302,2228,4346,4690,3772,667,4933,2907,5130,653,9548,3538,3134,6241,1851,61,1132,410,1439.7,84,399,756,69691.89
0.5,836,759.7,866,0,8119,2336,4501,4640,4128,668,4908,2942,5336,493,9959,2792,3179,6558,1959,61,1076,417,1381.4,74,442,611,69043.88
0.54,810,770.3,865,0,5590,2182,2814,3412,4049,668,4556,1965,4761,453,8851,322,2727,5465,1485,71,974,374,943.8,65,343,328,54844.21
0.58,813,782.1,569,0,3772,1922,1785,2539,2936,674,4171,1383,4079,433,7988,3064,2425,4516,1163,76,868,387,789.4,61,190,248,47634.61
0.63,827,782.9,324,0,2865,1871,4201,2019,2197,672,3925,869,3658,443,7473,2841,2327,3940,896,77,773,425,645.8,62,143,213,44469.13
0.67,912,797.4,187,0,3310,1984,3703,1977,1908,673,3823,660,3510,443,7571,2781,2382,3932,1056,87,724,513,671.1,63,172,204,44044.54
0.71,1194,791.7,207,0,4136,1936,3489,2183,1968,725,4083,1177,3755,463,7880,2942,2638,4201,1489,119,778,499,801.8,64,216,199,47935.10
0.75,1829,798.2,430,0,5800,1933,3482,2600,2375,730,4380,1637,4019,563,8506,3589,2849,4685,2095,167,882,726,866.8,71,337,199,55550.47
0.79,2520,815.2,724,0,7285,1985,2413,3325,3142,683,4615,2242,4547,633,9702,4228,3266,5538,2754,127,935,971,1115.3,73,414,205,64257.90
0.83,2210,822.2,1006,0,8221,1989,949,4298,3932,693,4768,2803,5181,573,10450,4947,3432,6226,2989,139,1304,1012,1292.1,75,468,225,70006.41
0.88,2380,822,1245,0,6146,2005,3538,4552,4111,699,4549,2161,4987,453,9255,3660,2891,4868,2518,157,1202,1164,981.4,63,350,274,65031.68
0.92,2862,827.8,906,0,4145,1915,3907,3220,3055,703,3959,1082,3957,443,7819,2120,2438,3652,2083,172,1098,1364,629.5,58,222,402,53039.25
0.96,3342,839.1,445,0,2681,1982,1774,2149,2233,707,3423,426,3317,433,7039,6130,2080,3011,1702,112,838,1273,495.8,54,175,468,47129.77
0,2899,845.7,210,0,1753,1983,2848,1690,1762,708,3215,16,2996,433,6297,6476,1977,2580,1483,78,634,927,449,54,139,578,43029.93
0.04,1662,823.1,74,0,1382,1989,4958,1384,1363,764,3004,0,2892,433,5872,6926,1927,2362,1321,77,533,707,422,51,129,673,41728.34
0.08,1012,814,5,0,1105,1989,4431,1388,1182,765,2893,0,2622,443,5606,6922,1824,2416,1268,68,584,627,428.8,52,134,786,39364.16
0.13,857,816.4,0,0,1105,1992,4035,1235,1146,767,2943,0,2617,433,5387,5511,1876,2419,1265,83,532,626,423.9,51,140,674,36935.05
0.17,1582,828.8,0,0,1559,1989,4001,1390,1122,768,2948,0,2616,433,5544,4252,1874,2418,1207,104,531,782,424.6,53,156,447,37029.65
0.21,1951,813.6,0,0,2016,1986,3916,1544,1148,824,3222,0,2603,443,5745,3515,2128,2734,1425,135,587,774,500.8,56,166,360,38592.38
0.25,1860,806.1,52,0,2831,1980,3869,1798,1326,594,3506,0,2753,463,6053,3939,2278,3002,1813,163,582,968,583.5,60,177,388,41844.83
0.29,2408,790.2,155,0,5090,1961,3872,2464,1653,577,4004,460,3370,553,6876,4630,2683,3537,2242,150,741,1188,841.9,65,244,384,50938.61
0.33,3233,775.9,414,0,6225,1998,3816,3217,2809,515,4383,1196,4101,563,7893,5485,2825,4122,2063,103,941,908,1045.2,70,429,406,59537.69
0.38,2015,767.8,691,0,7174,1981,3808,3202,3454,455,4524,1670,4332,613,8179,6868,2858,4322,1823,77,886,587,1148,72,419,435,62362.12
0.42,1171,769,710,0,8757,2069,3905,3560,3435,397,4650,2361,4675,663,8731,7309,2946,4954,1700,56,984,466,1268.3,79,385,550,66551.32
0.46,861,765.4,857,0,9097,2175,3990,4075,3644,445,4790,2937,5080,653,9395,5740,3134,5694,1799,66,1029,389,1395.2,83,395,731,69220.86
0.5,780,776.8,884,0,7752,2115,4320,4117,3969,448,4920,2981,5238,523,9866,4157,3175,6113,1852,71,1141,326,1302.1,78,475,461,67840.48
0.54,766,786.1,858,0,4794,2125,4255,3052,3814,448,4499,2131,4756,443,9115,3473,2830,5060,1593,77,1096,328,1058.1,72,359,272,58061.04
0.58,752,799.1,576,0,3369,2025,4316,2238,2743,453,4193,1566,4255,443,8249,1337,2530,3989,1162,77,1041,343,885,70,186,207,47805.28
0.63,768,811.6,289,0,3193,1973,4356,1981,2086,557,3911,1205,3940,443,7624,1605,2378,3666,954,87,930,382,696.3,62,142,182,44221.77
0.67,827,811.7,140,0,3108,1970,4221,1877,1877,511,3807,1080,3775,443,7575,2840,2434,3820,1226,93,876,440,715,62,138,177,44842.90
0.71,1039,806.1,199,0,4107,1978,3688,2033,1980,564,3994,1275,3876,463,7942,2843,2598,4244,1551,119,930,447,756.4,64,181,162,47839.03
0.75,1456,806.5,447,0,5948,1979,3283,2140,2367,616,4220,1611,4135,553,8404,2896,2952,4676,2041,151,932,619,815.8,67,262,172,53549.67
0.79,1978,825.3,638,0,7147,2037,468,2810,3177,569,4209,1985,4344,633,9442,3055,3267,5376,2703,132,1090,887,1049,70,376,178,58444.06
0.83,2248,827,946,40,6620,1987,2578,3835,3850,577,4466,2554,4864,563,10232,3803,3377,5974,3047,140,1246,1045,1338.1,69,554,193,66972.32
0.88,2507,837.2,1173,70,3643,2059,3174,3784,4065,582,4317,2004,4929,453,9141,4280,2886,4562,2639,168,1299,1234,1018.2,60,379,259,61525.41
0.92,3005,845.1,837,46,1824,1970,3239,2513,3002,639,3730,974,3903,443,7604,5174,2334,3390,1976,178,1097,1380,657.5,55,210,361,51385.92
0.96,3618,859.1,473,25,1095,2036,3487,1691,2280,589,3245,173,3204,433,6922,2973,2129,2690,1648,138,943,1300,518.9,53,159,470,43151.48
0,3399,856.4,183,36,1098,1986,3818,1236,1778,591,3153,10,2937,433,6451,2966,1610,2367,1376,93,688,959,428.7,51,197,668,39368.62
0.04,2114,855.8,58,26,913,1988,4303,978,1438,646,2884,0,2730,433,5762,6121,1866,2312,1152,72,690,711,412.5,52,123,838,39480.75
0.08,1394,855.8,0,0,819,2041,4180,980,1280,648,2831,0,2732,433,5546,6528,1866,2257,1101,67,587,633,423.5,52,129,919,38302.65
0.13,1333,860.5,0,0,818,1987,455,1033,1222,704,2783,0,2572,433,5439,6775,1917,2310,1099,82,641,632,435.9,53,129,670,34384.14
0.17,1798,851.5,0,0,1272,1986,4107,1138,1187,760,2788,0,2458,443,5587,6983,1963,2364,1152,97,639,747,448.4,54,144,481,39447.84
0.21,2007,846.6,0,72,1547,1984,3818,1240,1201,761,3171,0,2547,433,5999,5884,2167,2468,1368,129,641,761,497,56,159,395,40152.06
0.25,1892,835.5,5,93,2533,1980,3629,1498,1363,758,3514,0,2644,463,6258,4671,2371,2844,1585,162,640,900,596.6,58,169,380,41843.13
0.29,2357,813.5,58,93,5525,1968,3591,2215,1635,749,4009,404,3371,533,7085,4147,2572,3540,1962,144,803,1187,794.8,64,237,426,50283.93
0.33,3220,792.3,322,77,6965,1948,3549,3123,2575,739,4337,1017,4051,563,7965,4155,2873,4069,2117,103,1055,994,1086.1,74,415,389,58573.07
0.38,2096,796.1,617,0,7774,2035,3555,3819,3136,678,4528,1603,4279,613,8312,4907,2965,4428,2273,72,1151,625,1142.4,73,430,467,62375.97
0.42,1274,796.2,748,0,8939,2021,3557,3619,3175,668,4653,2194,4682,653,8652,5487,3104,4837,2149,66,1145,479,1305.7,81,422,679,65385.43
0.46,965,797.4,898,0,9469,2121,3550,4077,3337,611,4739,2830,5080,673,9416,6768,3240,5453,2183,66,1244,376,1492.4,84,422,697,70588.86
0.5,830,797.7,1074,0,8017,2121,3597,4280,3678,613,4891,3060,5341,533,9936,7309,3332,5819,2127,66,1293,367,1437.1,76,471,367,71432.49
0.54,795,807.6,1055,0,5413,2021,3698,3047,3669,613,4494,2142,4865,453,9128,6065,2883,4668,1704,72,1355,328,1041.4,62,395,252,61024.39
0.58,780,806.3,708,0,3424,1923,3983,2178,2661,614,4161,1538,4183,443,8209,4381,2580,3978,1327,72,1190,352,806.9,61,249,182,50788.40
0.63,777,811.3,359,0,2581,1926,4019,1724,1912,666,3780,1068,3759,443,7639,3308,2329,3552,894,87,1088,376,674,61,179,178,44191.63
0.67,861,814,178,0,2929,1980,3968,1671,1687,668,3778,967,3647,453,7833,586,2479,3598,944,88,1042,460,643,62,188,173,41698.33
0.71,1083,815.1,161,0,4014,1930,4063,1878,1743,671,3949,1285,3741,453,7935,2189,2581,4079,1375,83,1148,428,753.4,65,244,173,46839.76
0.75,1493,822.3,255,0,5216,1938,4000,2189,2075,727,4133,1435,3909,483,8243,2733,2588,4833,1761,135,1198,610,857.5,67,329,168,52197.17
0.79,2073,835.8,504,0,6503,1939,3650,2913,2652,732,4311,1898,4072,613,8863,2786,3112,5688,2484,148,1405,807,1084,71,408,193,59744.98
0.83,2483,845.9,700,0,6712,2046,3455,3998,3443,692,4409,2612,4817,583,9915,2733,3379,6173,2938,155,1509,1043,1268.9,71,548,208,66738.55
0.88,2788,860.6,1028,0,4915,1958,2635,3989,4016,699,4307,2102,4879,453,8983,2830,2890,4652,2359,183,1460,1184,997.8,62,429,303,60961.71
0.92,3427,867.8,810,0,2652,2031,590,2560,2960,649,3621,1001,3741,443,7290,3247,2389,3534,1930,192,1304,1401,626.6,56,264,404,47989.78
0.96,4268,874.3,425,0,1370,1987,3299,1691,2085,706,3135,258,3211,433,6292,3778,2082,2838,1715,156,999,1436,482.9,52,228,494,44297.30
0,4097,860,179,0,1008,1993,3357,1288,1605,709,2869,5,2836,443,5763,4837,1878,2463,1666,106,791,1046,445.9,52,227,598,41122.70
0.04,2805,835.9,69,0,734,1996,3416,1030,1345,711,2715,0,2731,433,5338,5837,1722,2303,1498,82,692,792,420.2,53,177,788,38524.41
0.08,1573,817.9,0,0,736,1996,3650,981,1139,768,2666,0,2569,433,5069,2967,1721,2198,1330,77,693,635,404.6,53,167,805,33448.61
0.13,1224,821.5,0,0,918,1995,4227,983,1071,770,2777,0,2564,433,5070,3225,1773,2195,1331,97,691,590,432.7,52,172,527,33939.70
0.17,1673,844.8,0,0,1098,1935,3292,1033,1054,771,2685,0,2410,443,5120,6273,1875,2302,1440,98,692,592,437.3,53,167,460,36747.84
0.21,1956,850.3,0,0,1280,1991,1119,1188,1088,828,2898,0,2394,433,5327,6678,2028,2515,1607,139,695,665,514.9,56,199,389,36838.07
0.25,1815,854.9,32,0,1556,1990,4043,1393,1246,827,3342,0,2488,443,5481,6940,2132,2731,1716,163,747,826,570.2,57,211,433,42036.71
0.29,2276,827.2,96,0,2463,1927,3701,1956,1409,817,3629,26,2797,453,5736,5730,2436,3425,1982,67,850,1096,747.5,62,253,456,45218.78
0.33,3218,819.2,195,0,5336,2023,3503,2402,1789,858,4120,472,3304,533,6437,4468,2728,4171,1901,10,1107,920,965.6,71,399,475,52225.41
0.38,2156,810.3,377,0,7740,1940,3516,3103,2330,795,4491,1214,3858,583,7393,3729,3013,4527,1933,10,987,548,1205.5,75,465,641,57439.64
0.42,1194,811.6,659,0,9250,1973,3471,3712,2790,729,4618,1897,4362,653,8410,4413,2997,5101,1915,10,1086,412,1413.6,78,428,865,63248.20
0.46,878,812.7,839,0,9333,2068,3467,4176,3053,721,4747,2774,4918,703,9652,4469,3285,5727,2333,61,1080,358,1560,86,472,593,68165.69
0.5,812,825.5,1018,0,8163,2118,52,4276,3482,721,4943,3194,5376,593,10579,5053,3429,5880,2387,30,1138,300,1570.3,80,542,319,66881.12
0.54,795,831.6,1063,0,4845,1972,3424,3098,3624,670,4647,2416,4958,453,9834,6072,3032,4826,1969,10,987,300,1157.7,66,467,215,61733.32
0.58,818,843.7,755,0,2589,1883,3478,2177,2667,673,4212,1759,4176,443,8673,7149,2636,3817,1543,10,979,292,862.8,60,258,181,52934.57
0.63,833,848,343,0,1593,1950,3593,1822,1835,725,3945,1286,3758,433,7796,5856,2436,3552,1218,10,823,329,751.6,58,158,167,46119.13
0.67,887,851,173,0,1408,1952,3736,1665,1515,726,3688,964,3517,443,7631,4064,2482,3503,1164,10,722,381,762.5,61,179,158,42642.70
0.71,1150,854,160,0,2304,1947,4069,1822,1579,678,3728,973,3554,453,7840,3269,2641,3931,1548,10,773,378,783.5,66,199,158,44866.95
0.75,1617,852.6,297,0,3504,1939,768,1878,1907,789,3971,1208,3650,493,8097,644,2693,4457,1932,135,826,494,810.7,71,320,168,43520.17
0.79,2195,856.8,452,0,4794,1935,3553,2399,2452,741,4152,1615,3919,603,8566,2253,3114,5365,2435,163,886,776,1016.3,66,391,203,54903.33
0.83,2331,863.1,658,0,5722,1937,3983,3482,3075,699,4249,2300,4502,583,9458,2685,3334,5900,2887,192,1096,1148,1256.3,66,528,278,63211.97
0.88,2465,875.9,1003,0,3482,1954,4060,3478,3526,704,4254,1888,4657,443,8774,2632,2894,4546,2358,230,1250,1499,1008.6,60,448,487,58976.37
0.92,2981,888.7,839,0,1290,1915,3996,2145,2570,707,3568,865,3580,443,7343,2579,2337,3323,1928,254,1049,1780,658.1,55,304,416,47814.21
0.96,3485,888.7,453,0,830,1980,3579,1389,1834,709,3075,147,2991,433,6451,2791,2082,2842,1657,207,947,1744,508.4,52,252,527,41854.74
0,3208,893.2,255,0,738,1929,3001,873,1429,766,2601,0,2567,433,5707,3326,1875,2358,1607,147,742,1216,460.7,51,230,668,37080.92
0.04,1936,890.1,119,0,646,1933,188,671,1169,713,2389,0,2409,433,5228,3539,1772,2194,1499,87,641,860,424.2,53,195,792,30780.23
0.08,1390,877.2,43,0,644,1934,3011,518,1031,770,2336,0,2244,433,5015,4124,1720,2195,1445,67,588,675,408.3,51,190,661,32372.69
0.13,1346,881.6,5,0,826,1992,3034,467,956,772,2342,0,2244,433,4908,4513,1720,2139,1443,72,589,628,403.6,52,196,433,32396.72
0.17,1872,883.5,0,0,916,1936,3056,519,923,829,2453,0,2190,433,4958,5275,1768,2298,1496,92,640,589,425.1,51,197,338,34139.64
0.21,2018,878.7,0,31,1098,1879,3206,623,948,830,2569,0,2238,433,5215,5307,1975,2564,1662,108,641,655,519.3,55,207,365,36026.19
0.25,1922,866.8,16,72,1644,1988,3520,828,1100,830,3014,0,2330,443,5372,578,2130,2832,1771,156,638,758,530.7,58,208,457,34061.59
0.29,2515,855.5,21,88,3007,1928,4239,1288,1247,819,3568,26,2686,483,5679,6665,2381,3473,1922,138,740,1041,696.8,65,250,454,46276.40
0.33,3458,831.3,112,41,4888,2020,4429,2200,1577,806,4161,491,3351,583,6481,7131,2724,4116,1949,102,994,945,988.3,68,390,495,55332.50
0.38,2300,833.3,398,0,6475,1934,3962,3159,2144,792,4478,1563,4162,683,7698,6193,2707,4323,2035,71,878,518,1382.6,74,442,675,59880.06
0.42,1419,828.6,746,0,7616,2019,3732,4177,2742,726,4873,2954,5072,773,9233,4624,3042,4843,2554,61,875,388,1742.4,85,526,819,66469.79
0.46,1018,833.6,1010,0,7873,2116,3538,5154,3304,717,5275,4138,6188,813,11142,3623,3429,5518,3026,56,921,305,2077.1,86,565,486,73213.34
0.5,846,835.9,1306,170,7342,2224,3444,5157,3876,667,5569,4391,6724,633,12329,3460,3728,5989,3140,66,921,282,1914.4,81,659,272,76027.14
0.54,791,841.2,1318,122,3934,2080,3505,3421,4178,668,4850,3116,5500,463,11031,4158,3084,4992,2402,66,768,261,1365.3,69,575,208,63767.14
0.58,759,856.6,805,10,2132,1877,3462,2026,3033,617,4085,1524,4083,433,9043,4580,2479,4033,1597,61,718,266,928.3,61,312,183,49962.81
0.63,763,862.5,407,0,1324,1935,3462,1461,1945,720,3553,475,3442,443,7736,5439,2174,3658,1162,76,563,303,673.3,59,197,183,43017.55
0.67,794,864.5,142,0,1680,1880,3465,1361,1440,670,3501,200,3277,443,7411,6569,2173,3759,1106,87,511,372,625.1,54,212,178,42775.18
0.71,1016,870.7,114,0,2587,1885,3518,1565,1503,724,3627,272,3376,433,7560,5588,2477,4075,1270,103,617,354,702.1,61,242,183,44725.57
0.75,1751,873.5,216,0,4048,1890,3614,1620,1776,730,3754,370,3540,443,7719,4063,2584,4397,1657,133,671,517,748.4,65,335,198,47713.65
0.79,2335,869.9,441,0,5598,1943,3801,2035,2278,686,3823,622,3558,513,7935,3268,2808,5100,2274,131,831,721,911.2,65,415,229,53191.60
0.83,1912,879.7,573,0,6440,1888,4006,2967,2847,750,4083,1439,4144,553,8776,590,3229,5911,2897,149,936,974,1152.1,67,520,393,58075.60
0.88,2179,882.3,888,0,4199,1959,3951,3373,3473,649,3976,1237,4337,443,8392,2253,2790,4551,2368,167,991,1210,970.4,58,487,494,56276.49
0.92,2711,893.9,816,0,1743,1922,4089,1945,2630,706,3390,287,3465,443,7122,2630,2336,3222,1987,196,783,1337,594.2,52,333,512,46146.25
0.96,3227,908.2,413,0,918,1929,614,1028,1782,708,2805,0,2827,433,6123,2632,1975,2577,1714,34,685,1322,459.1,52,277,688,36131.43
0,2655,890,206,0,641,1937,3442,517,1389,710,2484,0,2567,433,5432,2633,1872,2145,1495,114,532,973,410.9,52,127,802,34458.48
0.04,1447,866.5,53,0,729,1944,3504,312,1104,712,2225,0,2356,433,5007,2792,1718,1928,1386,76,429,743,390.1,51,209,810,31226.45
0.08,657,830.6,5,0,821,1943,2476,313,960,769,2174,0,2195,433,4793,3108,1662,1872,1327,72,430,619,378.3,52,194,501,28585.35
0.13,907,823.3,0,0,821,1997,654,260,892,771,2230,0,2081,433,4788,3429,1716,1873,1156,82,482,544,401.6,52,204,368,26964.73
0.17,1499,848.2,0,0,821,1938,2954,312,845,771,2341,0,2020,433,4940,4012,1766,1981,1153,98,429,635,386.1,51,215,333,30782.36
0.21,1816,866.9,0,0,1185,1936,2978,469,893,827,2722,0,2000,433,5146,4560,1969,2089,1317,124,482,759,472.3,53,226,394,33717.36
0.25,1878,864.4,0,0,2193,1991,3055,623,1063,824,3233,0,2095,443,5353,5481,2071,2252,1426,151,482,924,506.8,55,232,490,37686.50
0.29,2480,840.4,63,0,4466,1923,3102,1238,1248,813,3621,31,2668,443,5763,5148,2527,2574,1689,147,637,1124,626.6,61,262,466,43962.87
0.33,3111,827.4,188,0,5993,1957,3484,1890,1815,799,4051,380,3284,453,6665,1364,2616,3425,1668,96,787,952,884,64,415,598,47766.94
0.38,1854,829,422,0,7030,1926,4029,2593,2400,733,4511,1192,3939,553,7571,7650,2796,4478,1595,60,787,543,1086.6,74,469,867,59987.49
0.42,1134,831.7,674,0,8014,1963,4209,3303,2852,669,4583,1814,4393,623,9056,8329,2935,5368,1581,50,886,393,1365.8,79,474,811,66390.30
0.46,856,825.6,872,0,8077,2063,3843,3859,3200,660,4710,2639,4894,663,10287,6551,3121,5926,1673,45,938,307,1619.4,81,469,444,68623.23
0.5,775,819.6,1067,0,6725,2001,3562,3961,3621,609,4918,3040,5287,533,10505,4139,3264,6599,1724,55,983,250,1525.7,77,542,328,66911.06
0.54,741,838.1,995,0,3762,1911,3372,2987,3644,607,4569,2250,4915,453,9487,2144,2759,5561,1305,60,880,264,1088.8,66,423,302,55382.81
0.58,732,844.3,671,0,2049,1927,3278,2069,2618,556,4125,1519,3982,433,8525,785,2461,4350,991,60,774,278,850.8,59,250,282,44467.22
0.63,746,852.3,333,0,1778,1929,3285,1607,1943,607,3766,1007,3675,443,7861,2876,2310,3712,833,70,719,286,674.2,59,182,292,41844.75
0.67,791,857.1,175,0,1771,1873,3293,1355,1588,661,3615,668,3475,443,7814,3512,2362,3654,890,80,618,387,655.2,58,182,297,41073.74
0.71,981,867.9,175,0,2485,1930,3297,1361,1607,670,3790,886,3634,443,7917,3887,2470,3972,1492,90,618,396,781.9,63,216,297,44328.47
0.75,1546,862.8,359,0,4225,1879,3409,1420,1921,675,3968,1157,3805,503,8241,4590,2739,4192,1989,126,721,583,888.4,73,351,327,50549.81
0.79,2277,862.9,489,0,5612,1932,3462,1880,2495,732,4130,1679,4070,633,9011,847,3103,4782,2650,116,783,771,1140.5,79,399,363,54297.17
0.83,1943,874.8,782,0,6273,1878,3560,2752,3300,636,4392,2485,4794,563,9891,5086,3265,5588,2778,136,988,932,1381,75,484,630,65466.94
0.88,2154,888.2,1018,0,3664,1949,3743,2700,3467,693,4344,1921,4799,443,8898,5536,2671,4384,2079,167,993,1123,963.7,63,396,644,59701.26
0.92,2725,892.2,775,0,1380,1965,3937,1276,2283,642,3601,758,3717,443,7520,4009,2267,3217,1642,161,839,1232,537.8,58,218,822,46917.19
